company_domain,company_id,product_id,product_title,min_current_price,max_current_price,avg_current_price,avg_full_price,avg_discount,sales_volume,sales_volume_upper_bound,sales_volume_lower_bound,sales_revenue,sales_revenue_upper_bound,sales_revenue_lower_bound,rate_sold,sell_through_rate,review_count,avg_rating,key_phrases,colors,matched_variant_count,total_variant_count,product_first_seen,product_url,image_url,
checkout.skims.com,1471648,10246955630945,COTTON FLEECE CLASSIC ZIP UP HOODIE | OATMEAL HEATHER,94,94,94,94,0,,,,,,,,,0,,,Brown | Grey,9,9,2025-10-05,https://checkout.skims.com/products/cotton-fleece-classic-zip-up-hoodie-oatmeal-heather,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-ZU-ZUP-8366W-OAH-FLT.jpg?v=1759430263,
checkout.skims.com,1471648,10246963102049,FAUX FUR ZIP UP JACKET | ESPRESSO,398,398,398,398,0,,,,,,,,,1,5,,Brown,9,9,2025-10-10,https://checkout.skims.com/products/faux-fur-zip-up-jacket-espresso,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-OUTERWEAR-ZU-ZUP-10048W-ESP-FLT.jpg?v=1759786455,
checkout.skims.com,1471648,10246744211809,OUTDOOR FLEECE FITTED JACKET | ECRU,128,128,128,128,0,,,,,,,,,24,4.92,Cozy warmth | Stylish fit | Soft fabric | Lightweight design | Perfect for layering,Brown,9,9,2024-12-08,https://checkout.skims.com/products/outdoor-fleece-fitted-jacket-ecru,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-ZU-ZUP-8323W-ECR.jpg?v=1733172883,
checkout.skims.com,1471648,10246787203425,NikeSKIMS MATTE SLIM FLARE LEGGING | DARK SEPIA,128,128,128,128,0,,,,,,,,,4,4.75,,Brown,9,9,2025-10-01,https://checkout.skims.com/products/nikeskims-matte-slim-flare-legging-dark-sepia,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-BO-LEG-7138W-DSP-FLT.jpg?v=1758219874,
checkout.skims.com,1471648,10246881083745,CASHMERE OVERSIZED SWEATER | UMBER,398,398,398,398,0,,,,,,,,,1,5,,Brown,5,5,2025-10-01,https://checkout.skims.com/products/cashmere-oversized-sweater-umber,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-LS-LST-10039W-UMB-FLT.jpg?v=1757710012,
checkout.skims.com,1471648,7240088387716,OUTDOOR HIGH-WAISTED LEGGING | ZINC,33,33,33,66,0.5,,,,,,,,,9,4.78,,Grey,9,9,2024-07-23,https://checkout.skims.com/products/outdoor-high-waisted-legging-zinc,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-PT-PNT-6966W-ZNC.jpg?v=1721166723,
checkout.skims.com,1471648,10246866338145,NikeSKIMS SHINE BONDED WAIST 26" LEGGING | PHOENIX,108,108,108,108,0,,,,,,,,,4,4.5,,Red,9,9,2025-10-01,https://checkout.skims.com/products/nikeskims-shine-bonded-waist-26-inch-legging-phoenix,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-BO-LEG-8352W-PHO-FLT.jpg?v=1758257970,
checkout.skims.com,1471648,10246733955425,COTTON FLEECE CROPPED HALF ZIP PULLOVER | LIGHT HEATHER GREY,38,38,38,78,0.5128,,,,,,,,,10,5,,Grey,9,9,2024-10-05,https://checkout.skims.com/products/cotton-fleece-cropped-half-zip-pullover-light-heather-grey,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-PL-PLO-6810W-LHG.jpg?v=1727804386,
checkout.skims.com,1471648,7245675987076,COTTON FLEECE OVERSIZED QUARTER ZIP PULLOVER | CONCORD,50,50,50,84,0.4048,,,,,,,,,40,4.92,Comfortable Fit | High Quality | Thick Material | Relaxed Style | Not Flattering,Purple,9,9,2024-08-15,https://checkout.skims.com/products/cotton-fleece-oversized-quarter-zip-pullover-concord,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-PL-PLO-6781W-CON.jpg?v=1723658261,
checkout.skims.com,1471648,10246790906209,NikeSKIMS MATTE SLIM FLARE LEGGING | CURRANT,128,128,128,128,0,,,,,,,,,4,4.75,,Red | Purple,9,9,2025-10-01,https://checkout.skims.com/products/nikeskims-matte-slim-flare-legging-currant,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-BO-LEG-7138W-CUR-FLT.jpg?v=1758219857,
checkout.skims.com,1471648,7007741018244,Cozy Knit Unisex Hoodie | Onyx,52,52,52,88,0.4091,,,,,,,,,150,4.82,Comfortable | Cozy loungewear | Soft and oversized | Great fit | Warm and durable,Black,5,5,2023-01-11,https://checkout.skims.com/products/cozy-knit-unisex-hoodie-onyx,https://cdn.shopify.com/s/files/1/0259/5448/4284/products/SKIMS-LOUNGEWEAR-AP-HOD-2334-ONXcopy.jpg?v=1699319221,
checkout.skims.com,1471648,10246966673761,WOOL CASHMERE OVERSIZED V NECK SWEATER | LINEN,228,228,228,228,0,,,,,,,,,1,5,,White,5,5,2025-10-10,https://checkout.skims.com/products/wool-cashmere-oversized-v-neck-sweater-linen,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-OW-PLO-11120W-LNN-FLT.jpg?v=1759777375,
checkout.skims.com,1471648,7255894261892,JERSEY LOUNGE MENS ZIP UP HOODIE | SHALE,46,46,46,78,0.4103,,,,,,,,,24,4.75,soft fabric | perfect fit | comfortable loungewear | lightweight material | great quality,Grey,9,9,2024-09-17,https://checkout.skims.com/products/jersey-lounge-mens-zip-up-hoodie-shale,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-TP-ZUP-5417M-SHA.jpg?v=1726245483,
checkout.skims.com,1471648,7203804774532,JERSEY LOUNGE MENS HOODIE | OBSIDIAN,44,44,44,74,0.4054,,,,,,,,,26,4.92,Soft fabric | Luxurious feel | Great fit | Comfortable design | Oversized option,Black,9,9,2024-03-19,https://checkout.skims.com/products/jersey-lounge-mens-hoodie-obsidian,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-TP-PLO-5416M-OBS.jpg?v=1710447135,
checkout.skims.com,1471648,7130112327812,COZY KNIT LEGGING | ONYX,47,47,47,78,0.3974,,,,,,,,,43,4.93,Comfortable lounge wear | Cozy and light | Waistline issues | Best purchase | Super soft,Black,9,9,2023-11-09,https://checkout.skims.com/products/cozy-knit-legging-onyx,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-BO-LEG-4310-ONX.jpg?v=1699319497,
checkout.skims.com,1471648,10246891929953,NikeSKIMS WEIGHTLESS LAYERS V-LINE 26" LEGGING | OBSIDIAN,84,84,84,84,0,,,,,,,,,2,4.5,,Black,9,9,2025-10-01,https://checkout.skims.com/products/nikeskims-weightless-layers-v-line-26-inch-legging-obsidian,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-PT-LEG-8361W-OBD-FLT.jpg?v=1758220512,
checkout.skims.com,1471648,7137237598340,SKIMS FLEX MENS LEGGING | GUNMETAL,27,27,27,54,0.5,,,,,,,,,40,4.65,Comfortable fit | Great quality | Sheer in areas | Soft and breathable | Immodest crotch,Grey,9,9,2023-10-24,https://checkout.skims.com/products/skims-flex-mens-legging-gunmetal,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-BO-LEG-5319M-GUN.jpg?v=1738123332,
checkout.skims.com,1471648,10246734020961,COTTON FLEECE CROPPED HALF ZIP PULLOVER | ONYX,46,46,46,78,0.4103,,,,,,,,,3,5,,Black,9,9,2024-10-05,https://checkout.skims.com/products/cotton-fleece-cropped-half-zip-pullover-onyx,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-PL-PLO-6810W-ONX.jpg?v=1727804407,
checkout.skims.com,1471648,7116222660740,FITS EVERYBODY LEGGING | ONYX,28,28,28,58,0.5172,,,,,,,,,179,4.49,cheap material | comfortable fit | great softness | see-through issues | buttery texture,Black,9,9,2024-06-12,https://checkout.skims.com/products/fits-everybody-legging-onyx,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-BO-LEG-4110-ONX.jpg?v=1695360706,
checkout.skims.com,1471648,10246840222049,COTTON FLEECE CROPPED ZIP UP HOODIE | ONYX,88,88,88,88,0,,,,,,,,,11,4.64,,Black,9,9,2025-05-02,https://checkout.skims.com/products/cotton-fleece-cropped-zip-up-hoodie-onyx,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-ZU-ZUP-8967W-ONX-FLT.jpg?v=1746030088,
checkout.skims.com,1471648,10246963691873,KNIT LACE STIRRUP LEGGING | ESPRESSO,98,98,98,98,0,,,,,,,,,0,,,Brown,5,5,2025-10-11,https://checkout.skims.com/products/knit-lace-stirrup-legging-espresso,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-BO-LEG-10319W-ESP-FLT.jpg?v=1759943762,
checkout.skims.com,1471648,10246820364641,COTTON FLEECE SHRUNKEN HOODIE | BARELY PINK,40,40,40,80,0.5,,,,,,,,,7,4.71,,Pink,9,9,2025-01-04,https://checkout.skims.com/products/cotton-fleece-shrunken-hoodie-barely-pink,https://cdn.shopify.com/s/files/1/0259/5448/4284/files/SKIMS-LOUNGEWEAR-PL-PLO-7716W-BRP-FLT_11c57ad7-969a-4ee5-8aa8-31da06b70617.jpg?v=1735590113,
