company_domain,company_id,product_id,product_title,min_current_price,max_current_price,avg_current_price,avg_full_price,avg_discount,sales_volume,sales_volume_upper_bound,sales_volume_lower_bound,sales_revenue,sales_revenue_upper_bound,sales_revenue_lower_bound,rate_sold,sell_through_rate,review_count,avg_rating,key_phrases,colors,matched_variant_count,total_variant_count,product_first_seen,product_url,image_url,
www.aloyoga.com,1004856,7569945723060,Accolade Crew Neck Pullover - Gravel,138,138,138,138,0,,,,,,,,,0,,Great fit | Soft material | Runs big | Expensive feel | Peeling issues,Grey,7,7,2024-06-14,https://www.aloyoga.com/products/u3031rg-accolade-crew-neck-pullover-gravel-1,,
www.aloyoga.com,1004856,7256611324084,Unisex Half-Crew Throwback Sock - White/Black,34,34,34,34,0,,,,,,,,,0,,Great quality | Super comfortable | Cute design | Amazing product | Ripped after wash,White,3,3,2022-12-10,https://www.aloyoga.com/products/a0480u-unisex-half-crew-throwback-sock-white-black,,
www.aloyoga.com,1004856,7325031268532,Accolade Crew Neck Pullover - Athletic Heather Grey,138,138,138,138,0,,,,,,,,,0,,Soft and comfy | Sheds like crazy | Love it | Overpriced | Perfect color for summer,Grey,7,7,2023-04-08,https://www.aloyoga.com/products/u3031rg-accolade-crew-neck-pullover-athletic-heather-grey,,
www.aloyoga.com,1004856,7256607195316,Large Traverse Duffle - Black/Silver,398,398,398,398,0,,,,,,,,,0,,Spacious | Stylish | Versatile | High quality | Mixed reviews,Black,1,1,2022-10-11,https://www.aloyoga.com/products/a0367u-large-traverse-duffle-black-silver,,
www.aloyoga.com,1004856,7486532026548,Suit Up Trouser (Regular) - Black,148,148,148,148,0,,,,,,,,,0,,lightweight design | comfortable fabric | great fit | noise when walking | perfect for work,Black,5,5,2024-05-31,https://www.aloyoga.com/products/w51432r-suit-up-trouser-black,,
www.aloyoga.com,1004856,7850762010804,Cropped Accolade Crewneck - Black,128,128,128,128,0,,,,,,,,,0,,Pretty color | Comfortable fit | Flattering design | Cozy material | Great for layering,Black,5,5,2024-11-04,https://www.aloyoga.com/products/w3924rg-cropped-accolade-crewneck-black,,
www.aloyoga.com,1004856,7404209406132,7/8 High-Waist Airlift Legging - Navy,134,134,134,134,0,,,,,,,,,0,,Perfect fit | Comfortable and stylish | Highly recommended | Thin material | Better compression,Blue,5,5,2023-10-01,https://www.aloyoga.com/products/w51314r-7-8-high-waist-airlift-legging-navy,,
www.aloyoga.com,1004856,7850762043572,Alosoft Heart Throb Bra - Athletic Heather Grey/White,88,88,88,88,0,,,,,,,,,0,,,White | Grey,5,5,2024-12-08,https://www.aloyoga.com/products/w9811r-alosoft-heart-throb-bra-athletic-heather-grey-white,,
www.aloyoga.com,1004856,7410828378292,Accolade Sweatpant - Bone,138,138,138,138,0,,,,,,,,,0,,Perfect fit | Super comfy | Soft and cozy | Great quality | Runs big,White,7,7,2023-09-06,https://www.aloyoga.com/products/u5013rg-accolade-sweatpant-bone,,
www.aloyoga.com,1004856,7418754433204,ALO Recovery Mode Sneaker - Natural White/Gum,195,195,195,195,0,,,,,,,,,0,,Stylish comfort | Highly recommended | Poor delivery experience | Versatile and trendy | Excellent support,White,26,26,2023-11-21,https://www.aloyoga.com/products/a0685u-alo-x-01-classic-natural-white-gum,,
www.aloyoga.com,1004856,7900116779188,ALO Runner - Black/Black,195,195,195,195,0,,,,,,,,,0,,,Black,27,27,2024-12-14,https://www.aloyoga.com/products/a0590u-alo-runner-black-black,,
www.aloyoga.com,1004856,9092771414375,Accolade Crew Neck Pullover - Navy,138,138,138,138,0,,,,,,,,,0,,,Blue,7,7,2025-09-13,https://www.aloyoga.com/products/u3031rg-accolade-crew-neck-pullover-navy,,
www.aloyoga.com,1004856,7569945690292,Accolade Straight Leg Sweatpant - Gravel,138,138,138,138,0,,,,,,,,,0,,,Grey,7,7,2024-06-14,https://www.aloyoga.com/products/u5012rg-accolade-straight-leg-sweatpant-gravel-1,,
www.aloyoga.com,1004856,7900118646964,ALO Runner - White/White,195,195,195,195,0,,,,,,,,,0,,,White,27,27,2024-12-14,https://www.aloyoga.com/products/a0590u-alo-runner-white-white,,
www.aloyoga.com,1004856,7900127264948,Hazy Mock Neck Pullover - Athletic Heather Grey,138,138,138,138,0,,,,,,,,,0,,,Grey,5,5,2024-12-14,https://www.aloyoga.com/products/w3845r-hazy-mock-neck-pullover-athletic-heather-grey,,
www.aloyoga.com,1004856,6695200686260,Accolade Hoodie - Athletic Heather Grey,148,148,148,148,0,,,,,,,,,0,,Love the color | Fit well | Very comfy | Soft hoodie | Timeless style,Grey,7,7,2021-08-07,https://www.aloyoga.com/products/w3550rg-accolade-hoodie-athletic-heather-grey,,
www.aloyoga.com,1004856,7325042868404,Airlift Intrigue Bra - Black,78,78,78,78,0,,,,,,,,,0,,Comfortable fit | Stylish design | Vibrant colors | Poor quality fabrics | Varied color options,Black,6,6,2023-05-01,https://www.aloyoga.com/products/w9679r-airlift-intrigue-bra-black,,
www.aloyoga.com,1004856,6565728682164,Muse Sweatpant - Gravel Heather,118,118,118,118,0,,,,,,,,,0,,Great fit | Comfortable material | Super comfy | Best sweatpants | Love everything,Grey,5,5,2021-04-13,https://www.aloyoga.com/products/w5784r-muse-sweatpant-gravel-heather,,
www.aloyoga.com,1004856,7486526816436,High-Waist Airlift Legging - Navy,134,134,134,134,0,,,,,,,,,0,,Thin material | Not compressive | Excellent fabric | Disappointing quality | Great color,Blue,5,5,2023-12-23,https://www.aloyoga.com/products/w5561r-high-waist-airlift-legging-navy,,
www.aloyoga.com,1004856,7404209340596,Airbrush High-Waist Heart Throb Legging - Black/White,134,134,134,134,0,,,,,,,,,0,,Flattering fit | Comfortable and stylish | Obsession-worthy leggings | Perfect shape and design | Beautiful and cozy,Black,5,5,2023-09-16,https://www.aloyoga.com/products/w51298r-airbrush-high-waist-heart-throb-legging-black-white,,
www.aloyoga.com,1004856,6779614888116,Airbrush High-Waist 7/8 Bootcut Legging - Black,128,128,128,128,0,,,,,,,,,0,,Comfortable fit | Poor quality | Flattering style | Long length | Perfect for short girls,Black,5,5,2021-09-16,https://www.aloyoga.com/products/w51119r-airbrush-high-waist-7-8-bootcut-legging-black,,
www.aloyoga.com,1004856,6998303539380,Unisex Throwback Sock - White/Black,34,34,34,34,0,,,,,,,,,0,,High-quality | Cozy comfort | Disappointing design | Perfect fit | Versatile styling,White,3,3,2022-02-18,https://www.aloyoga.com/products/a0357u-unisex-throwback-sock-white-black,,
www.aloyoga.com,1004856,7325031497908,Accolade Hoodie - Ivory,148,148,148,148,0,,,,,,,,,0,,Perfect fit | High quality | Comfortable and soft | Casual style | Durable construction,White,7,7,2023-08-09,https://www.aloyoga.com/products/u3032rg-accolade-hoodie-ivory,,
www.aloyoga.com,1004856,7902721474740,ALO Recovery Mode Sneaker - Natural White,195,195,195,195,0,,,,,,,,,0,,,White,26,26,2025-07-10,https://www.aloyoga.com/products/a0685u-alo-recovery-mode-natural-white,,
www.aloyoga.com,1004856,7900127101108,Gold Rush Puffer - Black,198,198,198,198,0,,,,,,,,,0,,,Black,5,5,2024-12-14,https://www.aloyoga.com/products/w4380r-gold-rush-puffer-black,,
www.aloyoga.com,1004856,7325026484404,Performance Conquer Headband - Black,34,34,34,34,0,,,,,,,,,0,,Comfortable headband | Great quality | Missing order | Big size | Not tight,Black,1,1,2023-04-11,https://www.aloyoga.com/products/a0518u-performance-conquer-headband-black,https://particl-media.s3.amazonaws.com/shared/ai-generated-products/1004856/7325026484404_20251029.png,
www.aloyoga.com,1004856,6239972950196,High-Waist Airbrush Legging - Black,118,118,118,118,0,,,,,,,,,0,,Soft and comfortable | Beautiful color | Flattering and squat proof | Comfy and good fit | Overpriced compared to Lululemon,Black,6,6,2021-03-04,https://www.aloyoga.com/products/w5473r-high-waist-airbrush-legging-black,,
www.aloyoga.com,1004856,7325041885364,Seamless Ribbed Favorite Bra Tank - Black,84,84,84,84,0,,,,,,,,,0,,Flattering fit | Comfortable and supportive | Versatile and perfect | Inconsistent sizing | Limited color options,Black,5,5,2023-03-28,https://www.aloyoga.com/products/w9616r-seamless-ribbed-favorite-bra-tank-black,,
www.aloyoga.com,1004856,7325032153268,Accolade Sweatpant - Ivory,138,138,138,138,0,,,,,,,,,0,,Perfect | Expensive | Comfy and versatile | Love the fit | Super comfy,White,7,7,2023-03-21,https://www.aloyoga.com/products/u5013rg-accolade-sweatpant-ivory,,
www.aloyoga.com,1004856,6239917408436,Soho Pullover - Black,98,98,98,98,0,,,,,,,,,0,,Comfortable | Soft and cuddly | Poor quality | Runs small | Looks like pajama,Black,6,6,2021-03-02,https://www.aloyoga.com/products/w3295r-soho-pullover-black,,
www.aloyoga.com,1004856,7569582424244,Suit Up Trouser (Regular) - Navy,148,148,148,148,0,,,,,,,,,0,,Comfortable fit | Lightweight material | Noise when walking | Limited colors available | Perfect for travel,Blue,5,5,2024-07-12,https://www.aloyoga.com/products/w51432r-suit-up-trouser-regular-navy,,
www.aloyoga.com,1004856,7900123168948,Conquer Reform Crewneck Short Sleeve - Black,78,78,78,78,0,,,,,,,,,0,,,Black,5,5,2024-12-14,https://www.aloyoga.com/products/m1205r-conquer-reform-crewneck-short-sleeve-black,,
www.aloyoga.com,1004856,6779614658740,Airbrush High-Waist Bootcut Legging - Black,128,128,128,128,0,,,,,,,,,0,,Comfortable fit | Soft fabric | Poor durability | Flattering design | Ruined after wash,Black,6,6,2021-09-16,https://www.aloyoga.com/products/w51118r-airbrush-high-waist-bootcut-legging-black,,
